id,pair_type,comet_score
235,tf_es,0.8855247497558594
236,base_tf,0.9324451088905334
236,base_es,0.9386423230171204
236,tf_es,0.9277375340461731
237,base_tf,0.9271087050437927
237,base_es,0.9392732381820679
237,tf_es,0.9103294014930725
238,base_tf,0.8930384516716003
238,base_es,0.9049424529075623
238,tf_es,0.8242653012275696
239,base_tf,0.9155016541481018
239,base_es,0.8666322827339172
239,tf_es,0.8552678823471069
240,base_tf,0.926226794719696
240,base_es,0.935981810092926
240,tf_es,0.9057462811470032
241,base_tf,0.9336432814598083
241,base_es,0.9588466286659241
241,tf_es,0.9151262640953064
242,base_tf,0.8981152176856995
242,base_es,0.9353392124176025
242,tf_es,0.8777819871902466
243,base_tf,0.9373828768730164
243,base_es,0.9180493354797363
243,tf_es,0.89554363489151
244,base_tf,0.8919329643249512
244,base_es,0.9090662598609924
244,tf_es,0.8385734558105469
245,base_tf,0.9496680498123169
245,base_es,0.9483698010444641
245,tf_es,0.9426506161689758
246,base_tf,0.9553911685943604
246,base_es,0.9645834565162659
246,tf_es,0.9523648023605347
247,base_tf,0.9674957394599915
247,base_es,0.9665490984916687
247,tf_es,0.9589357972145081
248,base_tf,0.9592605233192444
248,base_es,0.9222481846809387
248,tf_es,0.9124454259872437
249,base_tf,0.9276193380355835
249,base_es,0.9425109624862671
249,tf_es,0.9023126363754272
250,base_tf,0.9534450173377991
250,base_es,0.9395713210105896
250,tf_es,0.9309528470039368
251,base_tf,0.9462115168571472
251,base_es,0.9284751415252686
251,tf_es,0.904397189617157
252,base_tf,0.9072839021682739
252,base_es,0.8968340754508972
252,tf_es,0.8333188891410828
253,base_tf,0.9436479210853577
253,base_es,0.9464348554611206
253,tf_es,0.9256395101547241
254,base_tf,0.9276441931724548
254,base_es,0.9307485222816467
254,tf_es,0.9107815623283386
255,base_tf,0.9609214663505554
255,base_es,0.9660683870315552
255,tf_es,0.9516885280609131
256,base_tf,0.9152418971061707
256,base_es,0.8747732043266296
256,tf_es,0.7849092483520508
257,base_tf,0.9340562224388123
257,base_es,0.9608134627342224
257,tf_es,0.928013265132904
258,base_tf,0.9384585022926331
258,base_es,0.9116671681404114
258,tf_es,0.8854624629020691
259,base_tf,0.9281938076019287
259,base_es,0.8954370617866516
259,tf_es,0.9208732843399048
260,base_tf,0.9352099299430847
260,base_es,0.9365030527114868
260,tf_es,0.9084640145301819
261,base_tf,0.9609408378601074
261,base_es,0.9581631422042847
261,tf_es,0.9558317065238953
262,base_tf,0.9485020637512207
262,base_es,0.9474298357963562
262,tf_es,0.9306890368461609
263,base_tf,0.9127981066703796
263,base_es,0.9306136965751648
263,tf_es,0.885612964630127
264,base_tf,0.9663651585578918
264,base_es,0.9477735161781311
264,tf_es,0.935003936290741
265,base_tf,0.9086810946464539
265,base_es,0.9171887040138245
265,tf_es,0.8864332437515259
266,base_tf,0.9347450137138367
266,base_es,0.917881965637207
266,tf_es,0.8995084166526794
267,base_tf,0.9586797952651978
267,base_es,0.9598644375801086
267,tf_es,0.9556487202644348
268,base_tf,0.9369457364082336
268,base_es,0.9472383856773376
268,tf_es,0.9306114315986633
269,base_tf,0.9537038803100586
269,base_es,0.9331767559051514
269,tf_es,0.8969131112098694
270,base_tf,0.9493979811668396
270,base_es,0.9501081109046936
270,tf_es,0.8979588747024536
271,base_tf,0.9398148059844971
271,base_es,0.9397215843200684
271,tf_es,0.9296523928642273
272,base_tf,0.9439864158630371
272,base_es,0.9287880063056946
272,tf_es,0.9111107587814331
273,base_tf,0.963451623916626
273,base_es,0.9263362288475037
273,tf_es,0.923385739326477
274,base_tf,0.92281574010849
274,base_es,0.9237850308418274
274,tf_es,0.9002934098243713
275,base_tf,0.9418972134590149
275,base_es,0.9579012989997864
275,tf_es,0.9357028603553772
276,base_tf,0.9385999441146851
276,base_es,0.8979379534721375
276,tf_es,0.8815581798553467
277,base_tf,0.9549735188484192
277,base_es,0.9553840160369873
277,tf_es,0.9524234533309937
278,base_tf,0.9567922949790955
278,base_es,0.9363647103309631
278,tf_es,0.9226318597793579
279,base_tf,0.9550002813339233
279,base_es,0.9534873962402344
279,tf_es,0.9469857811927795
280,base_tf,0.9050028920173645
